Pos,Game,Game.1,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Unnamed: 11_level_2,Console_Scraped
159,Ultimate NES Remix,Ultimate NES Remix Read the review,,Nintendo,7.0,7.0,,,05th Dec 14,29th May 18,,3DS
160,Kirby: Battle Royale,Kirby: Battle Royale,,Nintendo,,6.0,,,19th Jan 18,03rd Jan 18,,3DS
161,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,,Namco Bandai Games,,,,,26th Jun 14,23rd Jan 18,,3DS
162,Chibi-Robo! Zip Lash,Chibi-Robo! Zip Lash,,Nintendo,,5.5,,,09th Oct 15,14th Jan 18,,3DS
163,Puzzle & Dragons X: God Chapter / Dragon Chapter,Puzzle & Dragons X: God Chapter / Dragon Chapter,,GungHo Online Entertainment,,,,,28th Jul 16,17th Jul 18,,3DS
164,Bust-A-Move Universe,Bust-A-Move Universe,,Square Enix,,5.6,,,27th Mar 11,,,3DS
165,Dead or Alive: Dimensions,Dead or Alive: Dimensions,,Tecmo Koei,,7.8,,0.31m,24th May 11,,,3DS
166,LEGO Ninjago: Shadow of Ronin,LEGO Ninjago: Shadow of Ronin,,Warner Bros. Interactive Entertainment,,,,,24th Mar 15,26th Jan 18,,3DS
167,Tom Clancy's Splinter Cell 3D,Tom Clancy's Splinter Cell 3D,,Ubisoft,,8.0,,,10th Apr 11,,,3DS
168,LEGO Marvel's Avengers,LEGO Marvel's Avengers,,Warner Bros. Interactive Entertainment,,,,,26th Jan 16,06th Apr 18,,3DS
169,Sonic & Sega All-Stars Racing Transformed,Sonic & Sega All-Stars Racing Transformed,,Sega,,,,,12th Feb 13,03rd Dec 18,,3DS
170,FIFA 13,FIFA 13,,EA Sports,,,,,25th Sep 12,06th Apr 18,,3DS
171,Phoenix Wright: Ace Attorney: Spirit of Justice,Phoenix Wright: Ace Attorney: Spirit of Justice,,Capcom,,8.1,,,30th Sep 16,14th Jan 18,,3DS
172,Sonic Boom: Shattered Crystal,Sonic Boom: Shattered Crystal,,Sega,,3.8,,,11th Nov 14,18th Oct 18,,3DS
173,The Legend of Legacy,The Legend of Legacy,,Atlus,,6.0,,,13th Oct 15,29th May 18,,3DS
174,Dragon Ball Heroes: Ultimate Mission,Dragon Ball Heroes: Ultimate Mission,,Namco Bandai Games,,,,,28th Feb 13,03rd Feb 18,,3DS
175,Ever Oasis,Ever Oasis,,Nintendo,,8.1,,,23rd Jun 17,14th Jan 18,,3DS
176,Culdcept,Culdcept,,NIS America,,,,,03rd Oct 17,02nd Apr 18,,3DS
177,WarioWare Gold,WarioWare Gold,,Nintendo,,8.1,,,03rd Aug 18,18th Nov 18,,3DS
178,Moshi Monsters: Moshlings Theme Park,Moshi Monsters: Moshlings Theme Park,,Activision,,,,,30th Oct 12,16th Oct 18,,3DS
179,How to Train Your Dragon 2,How to Train Your Dragon 2,,Little Orbit,,,,,10th Jun 14,03rd Feb 18,,3DS
180,Lego Star Wars: The Force Awakens,Lego Star Wars: The Force Awakens,,Warner Bros. Interactive Entertainment,,,,,28th Jun 16,31st Mar 18,,3DS
181,Etrian Mystery Dungeon,Etrian Mystery Dungeon,,Atlus,,7.6,,,07th Apr 15,26th Jul 18,,3DS
182,Kobitodzukan: Kobito Kansatsu Set,Kobitodzukan: Kobito Kansatsu Set,,Nippon Columbia,,,,,26th Jul 12,02nd Apr 18,,3DS
183,Rhythm Thief & the Emperor's Treasure,Rhythm Thief & the Emperor's Treasure,,Sega,,7.5,,,10th Jul 12,,,3DS
184,Batman: Arkham Origins Blackgate,Batman: Arkham Origins Blackgate,,Warner Bros. Interactive Entertainment,,7.0,,,25th Oct 13,10th Dec 18,,3DS
185,Etrian Odyssey V: Beyond the Myth,Etrian Odyssey V: Beyond the Myth,,Atlus,,7.9,,,17th Oct 17,15th Jan 18,,3DS
186,Brain Age: Concentration Training,Brain Age: Concentration Training,,Nintendo,,7.5,,,10th Feb 13,30th Aug 18,,3DS
187,Skylanders SWAP Force,Skylanders SWAP Force,,Activision,,7.7,,,13th Oct 13,16th Jan 18,,3DS
188,The Snack World: TreJarers,The Snack World: TreJarers,,Level 5,,,,,10th Aug 17,29th May 18,,3DS
189,Aikatsu! 2-nin no My Princess,Aikatsu! 2-nin no My Princess,,Namco Bandai Games,,,,,21st Nov 13,24th Oct 18,,3DS
190,Etrian Odyssey: Millennium Girl,Etrian Odyssey: Millennium Girl,,Atlus,,8.1,,,01st Oct 13,10th Dec 18,,3DS
191,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,,Level 5,,,,,05th Dec 13,31st Aug 18,,3DS
192,Stella Glow,Stella Glow,,Atlus,,7.5,8.0,,17th Nov 15,30th May 18,,3DS
193,Mega Man Legacy Collection,Mega Man Legacy Collection,,Capcom,,,,,23rd Feb 16,29th May 18,,3DS
194,Samurai Warriors Chronicles,Samurai Warriors Chronicles Read the review,,Tecmo Koei,7.8,5.4,,0.26m,27th Mar 11,04th Aug 18,,3DS
195,FIFA 14,FIFA 14,,EA Sports,,,,,24th Sep 13,15th Sep 18,,3DS
196,Zoo Resort 3D,Zoo Resort 3D,,Ubisoft,,,,,25th Oct 11,,,3DS
197,Sonic Boom: Fire & Ice,Sonic Boom: Fire & Ice,,Sega,,6.9,,,27th Sep 16,07th Aug 20,,3DS
198,LEGO The Hobbit,LEGO The Hobbit,,Warner Bros. Interactive Entertainment,,7.0,,,08th Apr 14,15th Mar 18,,3DS
199,Ace Combat: Assault Horizon Legacy,Ace Combat: Assault Horizon Legacy,,Namco Bandai,,7.0,,,15th Nov 11,,,3DS
200,Spirit Camera: The Cursed Memoir,Spirit Camera: The Cursed Memoir Read the review,,Nintendo,6.4,5.7,,,13th Apr 12,30th Aug 18,,3DS
201,Persona Q: Shadow of the Labyrinth,Persona Q: Shadow of the Labyrinth,,Atlus,,8.3,,0.25m,25th Nov 14,07th Jan 18,,3DS
202,Azure Striker Gunvolt,Azure Striker Gunvolt,,Inti Creates,,8.0,,0.25m,29th Aug 14,25th Nov 18,,3DS
203,7th Dragon III Code: VFD,7th Dragon III Code: VFD,,Sega,,7.5,,,12th Jul 16,20th Apr 18,,3DS
204,Dragon Ball Heroes: Ultimate Mission X,Dragon Ball Heroes: Ultimate Mission X,,Namco Bandai Games,,,,,27th Apr 17,,,3DS
205,Wipeout 2,Wipeout 2,,Activision,,,,,11th Oct 11,,,3DS
206,WWE All Stars,WWE All Stars,,THQ,,7.0,,,22nd Nov 11,,,3DS
207,Harvest Moon: The Land of Origin,Harvest Moon: The Land of Origin,,Marvelous,,,,,23rd Feb 12,29th Oct 18,,3DS
208,Cars 2,Cars 2,,Disney Interactive Studios,,,,,01st Nov 11,,,3DS
209,Shinobi,Shinobi Read the review,,Sega,6.5,7.0,,,15th Nov 11,,,3DS
210,Hatsune Miku: Project Mirai 2,Hatsune Miku: Project Mirai 2,,Sega,,,,,26th May 15,29th Oct 18,,3DS
211,Pokémon Gold/Pokémon Silver,Pokémon Gold/Pokémon Silver,,Nintendo,,,,,22nd Sep 17,03rd Aug 18,,3DS
212,Code Name: S.T.E.A.M.,Code Name: S.T.E.A.M.,,Nintendo,,8.0,,,13th Mar 15,04th Jan 19,,3DS
213,Sumikko Gurashi: Mura o Tsukurundesu,Sumikko Gurashi: Mura o Tsukurundesu,,Nippon Columbia,,,,,21st Jul 16,21st Apr 18,,3DS
214,Transformers: Dark of the Moon,Transformers: Dark of the Moon,,Activision,,3.0,,,14th Jun 11,,,3DS
215,Return to PopoloCrois: A Story of Seasons Fairytale,Return to PopoloCrois: A Story of Seasons Fairytale,,Xseed Games,,7.0,,,01st Mar 16,30th May 18,,3DS
216,WipeOut 3 The Game,WipeOut 3 The Game,,Activision,,,,,25th Sep 12,16th Mar 18,,3DS
217,Magician's Quest: Town of Magic,Magician's Quest: Town of Magic,,Konami Digital Entertainment,,,,,20th Dec 12,31st Oct 18,,3DS
218,Radiant Historia: Perfect Chronology,Radiant Historia: Perfect Chronology,,Atlus,,8.1,,,13th Feb 18,01st Mar 18,,3DS
219,Frogger 3D,Frogger 3D,,Konami,,7.0,,,20th Sep 11,,,3DS
220,Tekken 3D: Prime Edition,Tekken 3D: Prime Edition Read the review,,Namco Bandai,7.0,6.5,,,14th Feb 12,,,3DS
221,One Piece Unlimited Cruise SP,One Piece Unlimited Cruise SP,,Namco Bandai,,,,0.21m,,,,3DS
222,The Amazing Spider-Man (2012),The Amazing Spider-Man (2012) Read the review,,Activision,6.0,7.0,,,26th Jun 12,15th Mar 18,,3DS
223,LBX: Little Battlers eXperience,LBX: Little Battlers eXperience,,Nintendo,,7.0,,,21st Aug 15,31st Aug 18,,3DS
224,Dragon Quest Monsters: Joker 3 - Professional,Dragon Quest Monsters: Joker 3 - Professional,,Square Enix,,,,,09th Feb 17,,,3DS
225,Disney Art Academy,Disney Art Academy,,Nintendo,,,,,13th May 16,04th Jan 19,,3DS
226,Code of Princess,Code of Princess Read the review,,Atlus,8.2,7.2,,,09th Oct 12,05th Jan 19,,3DS
227,Skylanders: SuperChargers Racing,Skylanders: SuperChargers Racing,,Activision,,,,,20th Sep 15,06th Apr 18,,3DS
228,Shin Megami Tensei: Strange Journey Redux,Shin Megami Tensei: Strange Journey Redux Read the review,,Atlus,8.0,,,,15th May 18,22nd Jun 18,,3DS
229,Aikatsu! Cinderella Lesson,Aikatsu! Cinderella Lesson,,Namco Bandai Games,,,,,15th Nov 12,03rd Nov 18,,3DS
230,Nascar Unleashed,Nascar Unleashed,,Activision,,,,,01st Nov 11,,,3DS
231,Need for Speed: The Run,Need for Speed: The Run,,Electronic Arts,,,,,15th Nov 11,,,3DS
232,Pac-Man & Galaga Dimensions,Pac-Man & Galaga Dimensions,,Namco Bandai,,5.7,,,26th Jul 11,05th Jan 19,,3DS
233,New Love Plus,New Love Plus,,Konami,,,,,24th Feb 12,,,3DS
234,Pet Zombies,Pet Zombies,,Majesco,,,,,18th Oct 11,,,3DS
235,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,,Capcom,,,,,09th Jul 15,03rd Aug 18,,3DS
236,SpongeBob SquigglePants 3D,SpongeBob SquigglePants 3D,,THQ,,6.1,,,17th May 11,,,3DS
237,Kuma-Tomo,Kuma-Tomo,,Namco Bandai Games,,,,,20th Jun 13,03rd Nov 18,,3DS
238,Project X Zone 2,Project X Zone 2,,Namco Bandai Games,,6.6,,,16th Feb 16,14th Jun 18,,3DS
239,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker,,Nintendo,,8.5,,,13th Jul 18,18th Nov 18,,3DS
240,Transformers: Prime,Transformers: Prime Read the review,,Activision,3.4,,,,30th Oct 12,06th Jan 19,,3DS
241,Reel Fishing Paradise 3D,Reel Fishing Paradise 3D,,Natsume,,,,,28th Jun 11,,,3DS
242,Pro Evolution Soccer 2014,Pro Evolution Soccer 2014,,Konami Digital Entertainment,,,,,14th Nov 13,02nd Mar 18,,3DS
243,Daigasso! Band Brothers P,Daigasso! Band Brothers P,,Nintendo,,,,,15th Nov 13,30th Aug 18,,3DS
244,Hatsune Miku and Future Stars: Project Mirai,Hatsune Miku and Future Stars: Project Mirai,,Sega,,,,,08th Mar 12,,,3DS
245,Big Hero 6: Battle in the Bay,Big Hero 6: Battle in the Bay,,GameMill,,,,,28th Oct 14,30th Jun 18,,3DS
246,Super Robot Wars UX,Super Robot Wars UX,,Namco Bandai Games,,,,,14th Mar 13,04th Nov 18,,3DS
247,Senran Kagura 2: Deep Crimson,Senran Kagura 2: Deep Crimson,,Marvelous Entertainment,,,,,15th Sep 15,14th Oct 18,,3DS
248,Sumikko Gurashi: Koko ga Ochitsukundesu,Sumikko Gurashi: Koko ga Ochitsukundesu,,Nippon Columbia,,,,,20th Nov 14,,,3DS
249,Pro Evolution Soccer 2013,Pro Evolution Soccer 2013,,Konami Digital Entertainment,,,,,12th Feb 13,12th Jan 18,,3DS
250,Yu-Gi-Oh! Zexal Clash! Duel Carnival!,Yu-Gi-Oh! Zexal Clash! Duel Carnival!,,Konami Digital Entertainment,,,,,30th Sep 14,04th Nov 18,,3DS
1,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,,Nintendo,,9.3,,71.08m,28th Apr 17,19th Nov 18,,NS
2,Animal Crossing: New Horizons,Animal Crossing: New Horizons Read the review,,Nintendo,8.0,,,49.91m,20th Mar 20,11th Apr 20,,NS
3,Super Smash Bros. Ultimate,Super Smash Bros. Ultimate Read the review,,Nintendo,9.0,9.4,9.7,37.76m,07th Dec 18,02nd Oct 22,,NS
4,The Legend of Zelda: Breath of the Wild,The Legend of Zelda: Breath of the Wild,,Nintendo,,9.9,10.0,33.84m,03rd Mar 17,19th Nov 18,,NS
5,Super Mario Odyssey,Super Mario Odyssey Read the review,,Nintendo,,9.9,,30.50m,27th Oct 17,19th Nov 18,,NS
6,Pokémon Scarlet / Violet,Pokémon Scarlet / Violet Read the review,,Nintendo,7.0,,,28.28m,18th Nov 22,31st May 22,,NS
7,Pokémon Sword / Shield,Pokémon Sword / Shield Read the review,,Nintendo,7.0,,,27.16m,15th Nov 19,21st Nov 19,,NS
8,The Legend of Zelda: Tears of the Kingdom,The Legend of Zelda: Tears of the Kingdom Read the review,,Nintendo,9.5,,8.6,22.56m,12th May 23,13th Sep 22,,NS
9,Super Mario Party,Super Mario Party Read the review,,Nintendo,7.0,7.3,,21.32m,05th Oct 18,19th Nov 18,,NS
10,New Super Mario Bros. U Deluxe,New Super Mario Bros. U Deluxe,,Nintendo,,,6.6,18.96m,11th Jan 19,02nd Aug 20,,NS
11,Nintendo Switch Sports,Nintendo Switch Sports Read the review,,Nintendo,3.0,,,18.32m,29th Apr 22,09th Feb 22,,NS
12,Super Mario Bros. Wonder,Super Mario Bros. Wonder Read the review,,Nintendo,8.5,,9.5,17.44m,20th Oct 23,21st Jun 23,,NS
13,Ring Fit Adventure,Ring Fit Adventure,,Nintendo,,,,15.38m,18th Oct 19,18th Oct 19,,NS
14,"Pokémon: Let's Go, Pikachu/Eevee","Pokémon: Let's Go, Pikachu/Eevee Read the review",,Nintendo,8.0,,,15.07m,16th Nov 18,31st Jan 19,,NS
15,Pokémon Brilliant Diamond / Shining Pearl,Pokémon Brilliant Diamond / Shining Pearl Read the review,,Nintendo,2.5,,,15.06m,19th Nov 21,26th Feb 21,,NS
16,Pokémon Legends: Arceus,Pokémon Legends: Arceus Read the review,,Nintendo,8.0,,,14.83m,28th Jan 22,26th Feb 21,,NS
17,Luigi's Mansion 3,Luigi's Mansion 3 Read the review,,Nintendo,6.0,,,14.25m,31st Oct 19,03rd Aug 20,,NS
18,Mario Party Superstars,Mario Party Superstars Read the review,,Nintendo,8.0,,,14.00m,29th Oct 21,15th Jun 21,,NS
19,Splatoon 2,Splatoon 2,,Nintendo,,8.2,,13.60m,21st Jul 17,19th Nov 18,,NS
20,Super Mario 3D World + Bowser's Fury,Super Mario 3D World + Bowser's Fury Read the review,,Nintendo,,,,13.47m,12th Feb 21,03rd Sep 20,,NS
21,Splatoon 3,Splatoon 3 Read the review,,Nintendo,8.5,,,11.96m,09th Sep 22,17th Feb 21,,NS
22,Super Mario Party Jamboree,Super Mario Party Jamboree,,Nintendo,,,,9.96m,17th Oct 24,19th Jun 24,,NS
23,Super Mario 3D All-Stars,Super Mario 3D All-Stars Read the review,,Nintendo,7.0,,,9.07m,18th Sep 20,04th Sep 20,,NS
24,Pokémon Legends Z-A,Pokémon Legends Z-A,,Nintendo,,,,8.85m,16th Oct 25,27th Feb 24,,NS
25,Super Mario Maker 2,Super Mario Maker 2,,Nintendo,,,,8.42m,28th Jun 19,24th Apr 19,,NS
26,Stardew Valley,Stardew Valley,,Chucklefish,,9.0,,7.90m,05th Oct 17,11th Feb 19,,NS
27,Monster Hunter Rise,Monster Hunter Rise Read the review,,Capcom,7.0,,,7.70m,26th Mar 21,25th Aug 22,,NS
28,Kirby and the Forgotten Land,Kirby and the Forgotten Land Read the review,,Nintendo,8.0,,,7.52m,25th Mar 22,15th Jan 22,,NS
29,The Legend of Zelda: Link's Awakening,The Legend of Zelda: Link's Awakening Read the review,,Nintendo,8.0,,10.0,6.46m,20th Sep 19,11th Jun 19,,NS
30,Clubhouse Games: 51 Worldwide Classics,Clubhouse Games: 51 Worldwide Classics Read the review,,Nintendo,8.0,,,4.64m,05th Jun 20,07th Apr 20,,NS
31,Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze Read the review,,Nintendo,7.0,9.1,9.1,4.62m,04th May 18,02nd Aug 20,,NS
32,Mario Tennis Aces,Mario Tennis Aces Read the review,,Nintendo,7.0,7.8,,4.50m,22nd Jun 18,14th Jun 18,,NS
33,Kirby Star Allies,Kirby Star Allies Read the review,,Nintendo,7.0,8.1,10.0,4.38m,16th Mar 18,14th Mar 18,,NS
34,The Legend of Zelda: Skyward Sword HD,The Legend of Zelda: Skyward Sword HD Read the review,,Nintendo,,,6.0,4.15m,16th Jul 21,18th Feb 21,,NS
35,Fire Emblem: Three Houses,Fire Emblem: Three Houses Read the review,,Nintendo,8.0,,10.0,4.12m,26th Jul 19,11th Jun 19,,NS
36,The Legend of Zelda: Echoes of Wisdom,The Legend of Zelda: Echoes of Wisdom Read the review,,Nintendo,7.5,,,4.09m,26th Sep 24,19th Jun 24,,NS
37,"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!","Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",,Konami,,,,4.00m,19th Nov 20,24th Nov 20,,NS
38,Hyrule Warriors: Age of Calamity,Hyrule Warriors: Age of Calamity Read the review,,Nintendo,5.0,9.0,,4.00m,20th Nov 20,12th Sep 20,,NS
39,Pokémon FireRed Version / LeafGreen Version,Pokémon FireRed Version / LeafGreen Version,,Nintendo,,,,4.00m,27th Feb 26,08th May 26,,NS
